,rating,date,variation,verified_reviews,feedback,verified_reviews_tokenized,verified_reviews_clean
89,5,2018-07-30,Charcoal Fabric ,works great but i dont think amazon should charge another cent for unlimited music when you  have prime and  buy an echo,1,"['works', 'great', 'but', 'i', 'dont', 'think', 'amazon', 'should', 'charge', 'another', 'cent', 'for', 'unlimited', 'music', 'when', 'you', 'have', 'prime', 'and', 'buy', 'an', 'echo']",
90,5,2018-07-30,Charcoal Fabric ,already had an echo dot the echo is even better with fuller sound also during setup it now lets phone calls to be made to my contact list which is great,1,"['already', 'had', 'an', 'echo', 'dot', 'the', 'echo', 'is', 'even', 'better', 'with', 'fuller', 'sound', 'also', 'during', 'setup', 'it', 'now', 'lets', 'phone', 'calls', 'to', 'be', 'made', 'to', 'my', 'contact', 'list', 'which', 'is', 'great']",
91,5,2018-07-30,Charcoal Fabric ,the speaker sounds really good,1,"['the', 'speaker', 'sounds', 'really', 'good']",
92,5,2018-07-30,Heather Gray Fabric ,good sound works well,1,"['good', 'sound', 'works', 'well']",
93,5,2018-07-30,Charcoal Fabric ,love it and alexa i am not very savvy but support was very helpful and patient,1,"['love', 'it', 'and', 'alexa', 'i', 'am', 'not', 'very', 'savvy', 'but', 'support', 'was', 'very', 'helpful', 'and', 'patient']",
94,5,2018-07-30,Charcoal Fabric ,love it i was thinking about getting one and when the prime day discount was offered i could not pass it up its fun to ask alexa to play any song or group and she comes up with a playlist from amazon prime music you can also connect your iphone with bluetooth and play music with pandora or youtube videos using alexa as a speaker ive been having fun asking alexa different types of questions or for information like weather news or even the time in other countries the only downside is if you have limited data on your wifi plan because alexa uses burns it up when playing music,1,"['love', 'it', 'i', 'was', 'thinking', 'about', 'getting', 'one', 'and', 'when', 'the', 'prime', 'day', 'discount', 'was', 'offered', 'i', 'could', 'not', 'pass', 'it', 'up', 'its', 'fun', 'to', 'ask', 'alexa', 'to', 'play', 'any', 'song', 'or', 'group', 'and', 'she', 'comes', 'up', 'with', 'a', 'playlist', 'from', 'amazon', 'prime', 'music', 'you', 'can', 'also', 'connect', 'your', 'iphone', 'with', 'bluetooth', 'and', 'play', 'music', 'with', 'pandora', 'or', 'youtube', 'videos', 'using', 'alexa', 'as', 'a', 'speaker', 'ive', 'been', 'having', 'fun', 'asking', 'alexa', 'different', 'types', 'of', 'questions', 'or', 'for', 'information', 'like', 'weather', 'news', 'or', 'even', 'the', 'time', 'in', 'other', 'countries', 'the', 'only', 'downside', 'is', 'if', 'you', 'have', 'limited', 'data', 'on', 'your', 'wifi', 'plan', 'because', 'alexa', 'uses', 'burns', 'it', 'up', 'when', 'playing', 'music']",
95,5,2018-07-30,Charcoal Fabric ,we like it all so far but have a lot to try out yet,1,"['we', 'like', 'it', 'all', 'so', 'far', 'but', 'have', 'a', 'lot', 'to', 'try', 'out', 'yet']",
96,5,2018-07-30,Heather Gray Fabric ,love it  am using it strictly for music now and its great,1,"['love', 'it', 'am', 'using', 'it', 'strictly', 'for', 'music', 'now', 'and', 'its', 'great']",
97,5,2018-07-30,Sandstone Fabric ,love the echo  i love the size material and speaker quality i have it hooked up to one light easily and will work on additional lights and thermostat next is echo dot for bedroom there is a lot more to do with echo that you think traffic weather trivia etc,1,"['love', 'the', 'echo', 'i', 'love', 'the', 'size', 'material', 'and', 'speaker', 'quality', 'i', 'have', 'it', 'hooked', 'up', 'to', 'one', 'light', 'easily', 'and', 'will', 'work', 'on', 'additional', 'lights', 'and', 'thermostat', 'next', 'is', 'echo', 'dot', 'for', 'bedroom', 'there', 'is', 'a', 'lot', 'more', 'to', 'do', 'with', 'echo', 'that', 'you', 'think', 'traffic', 'weather', 'trivia', 'etc']",
99,5,2018-07-30,Charcoal Fabric ,the entire family loves alexa echo she’s now a part of this family,1,"['the', 'entire', 'family', 'loves', 'alexa', 'echo', 'she\xe2\x80\x99s', 'now', 'a', 'part', 'of', 'this', 'family']",
100,5,2018-07-30,Walnut Finish ,great fun getting to know all the functions of this product  wow  family fun and homework help  talking with other grandchildrenwho also have an echo is a huge bonus  cant wait to learn more and more and more,1,"['great', 'fun', 'getting', 'to', 'know', 'all', 'the', 'functions', 'of', 'this', 'product', 'wow', 'family', 'fun', 'and', 'homework', 'help', 'talking', 'with', 'other', 'grandchildrenwho', 'also', 'have', 'an', 'echo', 'is', 'a', 'huge', 'bonus', 'cant', 'wait', 'to', 'learn', 'more', 'and', 'more', 'and', 'more']",
102,5,2018-07-30,Heather Gray Fabric ,awesome thing love alexa,1,"['awesome', 'thing', 'love', 'alexa']",
103,5,2018-07-30,Charcoal Fabric ,it worked exactly as expected and the speaker has great sound it is perfect for my classroom,1,"['it', 'worked', 'exactly', 'as', 'expected', 'and', 'the', 'speaker', 'has', 'great', 'sound', 'it', 'is', 'perfect', 'for', 'my', 'classroom']",
104,5,2018-07-30,Charcoal Fabric ,love love this new little gadget  has  made our lives so much easier  its like having our own personal secretary living here in the home  we hardly need our cds anymore since alexa plays everything we need  going to get the alexa dots soon for more rooms  thanks,1,"['love', 'love', 'this', 'new', 'little', 'gadget', 'has', 'made', 'our', 'lives', 'so', 'much', 'easier', 'its', 'like', 'having', 'our', 'own', 'personal', 'secretary', 'living', 'here', 'in', 'the', 'home', 'we', 'hardly', 'need', 'our', 'cds', 'anymore', 'since', 'alexa', 'plays', 'everything', 'we', 'need', 'going', 'to', 'get', 'the', 'alexa', 'dots', 'soon', 'for', 'more', 'rooms', 'thanks']",
105,4,2018-07-30,Heather Gray Fabric ,the speaker is of surprising quality happy with the purchase,1,"['the', 'speaker', 'is', 'of', 'surprising', 'quality', 'happy', 'with', 'the', 'purchase']",
106,5,2018-07-30,Charcoal Fabric ,very easy to set up works wonderful and i love it,1,"['very', 'easy', 'to', 'set', 'up', 'works', 'wonderful', 'and', 'i', 'love', 'it']",
107,5,2018-07-30,Sandstone Fabric ,im really impressed with the sound quality when playing music from this device  the bass sounds almost like its coming from a bigger speaker so props to amazon,1,"['im', 'really', 'impressed', 'with', 'the', 'sound', 'quality', 'when', 'playing', 'music', 'from', 'this', 'device', 'the', 'bass', 'sounds', 'almost', 'like', 'its', 'coming', 'from', 'a', 'bigger', 'speaker', 'so', 'props', 'to', 'amazon']",
108,4,2018-07-30,Charcoal Fabric ,it’s still a great productbut the sound quality does seem worsedon’t get me wrong you definitely get used to it within an hour but it definitely feels like echo gen  sound quality was betterbesides that  it’s greatwith the addition of being able to play just over bluetooth with no wifi it’s even better,1,"['it\xe2\x80\x99s', 'still', 'a', 'great', 'productbut', 'the', 'sound', 'quality', 'does', 'seem', 'worsedon\xe2\x80\x99t', 'get', 'me', 'wrong', 'you', 'definitely', 'get', 'used', 'to', 'it', 'within', 'an', 'hour', 'but', 'it', 'definitely', 'feels', 'like', 'echo', 'gen', 'sound', 'quality', 'was', 'betterbesides', 'that', 'it\xe2\x80\x99s', 'greatwith', 'the', 'addition', 'of', 'being', 'able', 'to', 'play', 'just', 'over', 'bluetooth', 'with', 'no', 'wifi', 'it\xe2\x80\x99s', 'even', 'better']",
109,4,2018-07-30,Sandstone Fabric ,the outlet does not work with it was disappointed in that,1,"['the', 'outlet', 'does', 'not', 'work', 'with', 'it', 'was', 'disappointed', 'in', 'that']",
110,4,2018-07-30,Charcoal Fabric ,great device responsive and helpful,1,"['great', 'device', 'responsive', 'and', 'helpful']",
111,2,2018-07-30,Charcoal Fabric ,sound is terrible if u want good music too get a bose,0,"['sound', 'is', 'terrible', 'if', 'u', 'want', 'good', 'music', 'too', 'get', 'a', 'bose']",
112,4,2018-07-30,Charcoal Fabric ,i liked the sound  what is troubling is that i paid extra money to have access to a million more songs sometimes it doesnt work ex alexa play italian songs dont have or don t understand or play the opera tosca response sorry i dont have that,1,"['i', 'liked', 'the', 'sound', 'what', 'is', 'troubling', 'is', 'that', 'i', 'paid', 'extra', 'money', 'to', 'have', 'access', 'to', 'a', 'million', 'more', 'songs', 'sometimes', 'it', 'doesnt', 'work', 'ex', 'alexa', 'play', 'italian', 'songs', 'dont', 'have', 'or', 'don', 't', 'understand', 'or', 'play', 'the', 'opera', 'tosca', 'response', 'sorry', 'i', 'dont', 'have', 'that']",
113,5,2018-07-30,Charcoal Fabric ,easy to set up and use too bad it has to be plugged in would be nice to take it outside and operate on battery and recharged,1,"['easy', 'to', 'set', 'up', 'and', 'use', 'too', 'bad', 'it', 'has', 'to', 'be', 'plugged', 'in', 'would', 'be', 'nice', 'to', 'take', 'it', 'outside', 'and', 'operate', 'on', 'battery', 'and', 'recharged']",
114,5,2018-07-30,Charcoal Fabric ,still learning all the ways to use it  it is a real hit with my grandkids who ask it to play music and then dance to it   and  yrs  very cute,1,"['still', 'learning', 'all', 'the', 'ways', 'to', 'use', 'it', 'it', 'is', 'a', 'real', 'hit', 'with', 'my', 'grandkids', 'who', 'ask', 'it', 'to', 'play', 'music', 'and', 'then', 'dance', 'to', 'it', 'and', 'yrs', 'very', 'cute']",
115,4,2018-07-30,Oak Finish , out of  stars i generally like this product its great at doing what you ask of it like playing music setting timers and making calls reason why i didnt rate it  out of  is that sometimes the connection dies and my echo stops playing music and shows a red ring seems to be a connection issue overall great product,1,"['out', 'of', 'stars', 'i', 'generally', 'like', 'this', 'product', 'its', 'great', 'at', 'doing', 'what', 'you', 'ask', 'of', 'it', 'like', 'playing', 'music', 'setting', 'timers', 'and', 'making', 'calls', 'reason', 'why', 'i', 'didnt', 'rate', 'it', 'out', 'of', 'is', 'that', 'sometimes', 'the', 'connection', 'dies', 'and', 'my', 'echo', 'stops', 'playing', 'music', 'and', 'shows', 'a', 'red', 'ring', 'seems', 'to', 'be', 'a', 'connection', 'issue', 'overall', 'great', 'product']",
116,5,2018-07-30,Charcoal Fabric ,works great upgraded from echo dot to full size echo couldn’t be happier,1,"['works', 'great', 'upgraded', 'from', 'echo', 'dot', 'to', 'full', 'size', 'echo', 'couldn\xe2\x80\x99t', 'be', 'happier']",
117,5,2018-07-30,Charcoal Fabric ,its alexa what else can you say,1,"['its', 'alexa', 'what', 'else', 'can', 'you', 'say']",
118,5,2018-07-30,Charcoal Fabric ,upgraded from my lilttle echo dot happy with sound,1,"['upgraded', 'from', 'my', 'lilttle', 'echo', 'dot', 'happy', 'with', 'sound']",
119,4,2018-07-30,Sandstone Fabric ,excellent product set up with ease as well,1,"['excellent', 'product', 'set', 'up', 'with', 'ease', 'as', 'well']",
120,5,2018-07-30,Heather Gray Fabric ,ive had the first gen echo since it first came out and it has worked well for me i purchased the nd gen during prime day and so far im happy it seems to have an improved speaker which provides enhanced sound for music and such,1,"['ive', 'had', 'the', 'first', 'gen', 'echo', 'since', 'it', 'first', 'came', 'out', 'and', 'it', 'has', 'worked', 'well', 'for', 'me', 'i', 'purchased', 'the', 'nd', 'gen', 'during', 'prime', 'day', 'and', 'so', 'far', 'im', 'happy', 'it', 'seems', 'to', 'have', 'an', 'improved', 'speaker', 'which', 'provides', 'enhanced', 'sound', 'for', 'music', 'and', 'such']",
121,5,2018-07-30,Charcoal Fabric ,i love my echo smart speaker  i love the volume and clarity  it was easy to set up  its a wonderful gift for any age,1,"['i', 'love', 'my', 'echo', 'smart', 'speaker', 'i', 'love', 'the', 'volume', 'and', 'clarity', 'it', 'was', 'easy', 'to', 'set', 'up', 'its', 'a', 'wonderful', 'gift', 'for', 'any', 'age']",
122,5,2018-07-30,Charcoal Fabric ,wonderful product and fast delivery,1,"['wonderful', 'product', 'and', 'fast', 'delivery']",
123,4,2018-07-30,Charcoal Fabric ,initially harder to set up called tech wasn’t that knowledgeable now working great,1,"['initially', 'harder', 'to', 'set', 'up', 'called', 'tech', 'wasn\xe2\x80\x99t', 'that', 'knowledgeable', 'now', 'working', 'great']",
124,5,2018-07-30,Heather Gray Fabric ,it was very easy to set up and my family love it’s,1,"['it', 'was', 'very', 'easy', 'to', 'set', 'up', 'and', 'my', 'family', 'love', 'it\xe2\x80\x99s']",
125,5,2018-07-30,Charcoal Fabric ,has great sound and is very responsive my voice and commands,1,"['has', 'great', 'sound', 'and', 'is', 'very', 'responsive', 'my', 'voice', 'and', 'commands']",
126,5,2018-07-30,Sandstone Fabric ,how did i live this long without the echo  you get to enjoy any music style  just my asking alexa  going to upgreade to the wireless  love the echo  love you too alexa ,1,"['how', 'did', 'i', 'live', 'this', 'long', 'without', 'the', 'echo', 'you', 'get', 'to', 'enjoy', 'any', 'music', 'style', 'just', 'my', 'asking', 'alexa', 'going', 'to', 'upgreade', 'to', 'the', 'wireless', 'love', 'the', 'echo', 'love', 'you', 'too', 'alexa']",
127,5,2018-07-30,Heather Gray Fabric ,very cool product speaker sounds good with my spotify blasting through it,1,"['very', 'cool', 'product', 'speaker', 'sounds', 'good', 'with', 'my', 'spotify', 'blasting', 'through', 'it']",
128,5,2018-07-30,Charcoal Fabric ,having so much fun with alexa love being able to listen to music when i’m across the room or busy doing something else,1,"['having', 'so', 'much', 'fun', 'with', 'alexa', 'love', 'being', 'able', 'to', 'listen', 'to', 'music', 'when', 'i\xe2\x80\x99m', 'across', 'the', 'room', 'or', 'busy', 'doing', 'something', 'else']",
129,5,2018-07-30,Charcoal Fabric ,so far it seems to be a very nice item it picks up on my voice and understands me without any problems the other day i asked it to turn down the music from the next room and it heard me just fine ive only used it to listen to music and check the weather but it has done both of those things very well,1,"['so', 'far', 'it', 'seems', 'to', 'be', 'a', 'very', 'nice', 'item', 'it', 'picks', 'up', 'on', 'my', 'voice', 'and', 'understands', 'me', 'without', 'any', 'problems', 'the', 'other', 'day', 'i', 'asked', 'it', 'to', 'turn', 'down', 'the', 'music', 'from', 'the', 'next', 'room', 'and', 'it', 'heard', 'me', 'just', 'fine', 'ive', 'only', 'used', 'it', 'to', 'listen', 'to', 'music', 'and', 'check', 'the', 'weather', 'but', 'it', 'has', 'done', 'both', 'of', 'those', 'things', 'very', 'well']",
130,5,2018-07-30,Charcoal Fabric ,love our echo,1,"['love', 'our', 'echo']",
131,5,2018-07-30,Charcoal Fabric ,i love itshe is very helpful i use her for remembering things and sleep you can ask her just about anything i have only had her for about a week so still learning her,1,"['i', 'love', 'itshe', 'is', 'very', 'helpful', 'i', 'use', 'her', 'for', 'remembering', 'things', 'and', 'sleep', 'you', 'can', 'ask', 'her', 'just', 'about', 'anything', 'i', 'have', 'only', 'had', 'her', 'for', 'about', 'a', 'week', 'so', 'still', 'learning', 'her']",
132,4,2018-07-30,Charcoal Fabric ,its better than the st gen in every way except for one  i really miss the ring at the top for volume control  it was quicker and easier to just grab the top and twist without having to look at the buttons and find the  one and press it a few times  i also wish the bass was a bit better  all in all its a great device and im happy with it,1,"['its', 'better', 'than', 'the', 'st', 'gen', 'in', 'every', 'way', 'except', 'for', 'one', 'i', 'really', 'miss', 'the', 'ring', 'at', 'the', 'top', 'for', 'volume', 'control', 'it', 'was', 'quicker', 'and', 'easier', 'to', 'just', 'grab', 'the', 'top', 'and', 'twist', 'without', 'having', 'to', 'look', 'at', 'the', 'buttons', 'and', 'find', 'the', 'one', 'and', 'press', 'it', 'a', 'few', 'times', 'i', 'also', 'wish', 'the', 'bass', 'was', 'a', 'bit', 'better', 'all', 'in', 'all', 'its', 'a', 'great', 'device', 'and', 'im', 'happy', 'with', 'it']",
